Time	Dev1/ai0	Dev1/ai1	
3.255870e+001	1.778382	1.954633	
3.265870e+001	1.779369	1.954798	
3.275870e+001	1.779698	1.954962	
3.285870e+001	1.778052	1.955127	
3.295870e+001	1.780192	1.954962	
3.305870e+001	1.778711	1.954798	
3.315870e+001	1.778382	1.954140	
3.325870e+001	1.777888	1.953481	
3.335870e+001	1.777394	1.953646	
3.345870e+001	1.776571	1.954140	
3.355870e+001	1.777065	1.954140	
3.365870e+001	1.776900	1.953975	
3.375870e+001	1.777394	1.953975	
3.385870e+001	1.777888	1.953975	
3.395870e+001	1.778875	1.953646	
3.405870e+001	1.777723	1.953481	
3.415870e+001	1.778217	1.953646	
3.425870e+001	1.778052	1.953152	
3.435870e+001	1.778382	1.952823	
3.445870e+001	1.778052	1.952823	
3.455870e+001	1.777559	1.953152	
3.465870e+001	1.778217	1.953317	
3.475870e+001	1.776571	1.953481	
3.485870e+001	1.776571	1.953975	
3.495870e+001	1.776571	1.953975	
3.505870e+001	1.776571	1.953810	
3.515870e+001	1.776407	1.953975	
3.525870e+001	1.777888	1.954469	
3.535870e+001	1.777230	1.954140	
3.545870e+001	1.777559	1.953646	
3.555870e+001	1.777723	1.953152	
3.565870e+001	1.777723	1.952659	
3.575870e+001	1.777230	1.952823	
3.585870e+001	1.777888	1.952329	
3.595870e+001	1.776900	1.952494	
3.605870e+001	1.776242	1.952329	
3.615870e+001	1.775748	1.952165	
3.625870e+001	1.773938	1.951342	
3.635870e+001	1.774103	1.951507	
3.645870e+001	1.773774	1.951342	
3.655870e+001	1.772786	1.950848	
3.665870e+001	1.772293	1.950684	
3.675870e+001	1.771634	1.951177	
3.685870e+001	1.770976	1.951836	
3.695870e+001	1.770482	1.951671	
3.705870e+001	1.770976	1.951671	
3.715870e+001	1.771305	1.951507	
3.725870e+001	1.771470	1.950848	
3.735870e+001	1.772622	1.950684	
3.745870e+001	1.772293	1.950519	
3.755870e+001	1.772293	1.951013	
3.765870e+001	1.772951	1.951013	
3.775870e+001	1.772951	1.950684	
3.785870e+001	1.772786	1.950190	
3.795870e+001	1.772622	1.949367	
3.805870e+001	1.772293	1.949367	
3.815870e+001	1.769659	1.948873	
3.825870e+001	1.771963	1.949203	
3.835870e+001	1.771634	1.948873	
3.845870e+001	1.771799	1.948380	
3.855870e+001	1.771141	1.947886	
3.865870e+001	1.770482	1.948380	
3.875870e+001	1.771305	1.948709	
3.885870e+001	1.770647	1.948544	
3.895870e+001	1.771141	1.948215	
3.905870e+001	1.771799	1.948215	
3.915870e+001	1.772457	1.948215	
3.925870e+001	1.772786	1.948709	
3.935870e+001	1.773938	1.948709	
3.945870e+001	1.773445	1.948709	
3.955870e+001	1.774596	1.949203	
3.965870e+001	1.774761	1.949367	
3.975870e+001	1.774926	1.950025	
3.985870e+001	1.774926	1.949861	
3.995870e+001	1.775584	1.950355	
4.005870e+001	1.774596	1.950519	
4.015870e+001	1.774267	1.951013	
4.025870e+001	1.773774	1.950848	
4.035870e+001	1.773774	1.950684	
4.045870e+001	1.773115	1.950848	
4.055870e+001	1.773280	1.950684	
4.065870e+001	1.772457	1.950519	
4.075870e+001	1.772457	1.951013	
4.085870e+001	1.772786	1.950848	
4.095870e+001	1.772786	1.951177	
4.105870e+001	1.773115	1.951342	
4.115870e+001	1.774103	1.951507	
4.125870e+001	1.774267	1.951342	
4.135870e+001	1.774926	1.951507	
4.145870e+001	1.774926	1.950848	
4.155870e+001	1.774761	1.950190	
4.165870e+001	1.774596	1.949861	
4.175870e+001	1.774596	1.949532	
4.185870e+001	1.774596	1.949367	
4.195870e+001	1.774103	1.949696	
4.205870e+001	1.773609	1.950025	
4.215870e+001	1.773280	1.950519	
4.225870e+001	1.773774	1.950355	
4.235870e+001	1.772786	1.950684	
4.245870e+001	1.773115	1.950519	
4.255870e+001	1.773774	1.950025	
4.265870e+001	1.774267	1.950190	
4.275870e+001	1.774596	1.950355	
4.285870e+001	1.776078	1.950355	
4.295870e+001	1.775748	1.951013	
4.305870e+001	1.776407	1.951671	
4.315870e+001	1.776407	1.951671	
4.325870e+001	1.776407	1.952000	
4.335870e+001	1.775913	1.952329	
4.345870e+001	1.776242	1.952165	
4.355870e+001	1.775584	1.953481	
4.365870e+001	1.775419	1.954304	
4.375870e+001	1.775090	1.954304	
4.385870e+001	1.774432	1.953975	
4.395870e+001	1.773609	1.953646	
4.405870e+001	1.774267	1.954469	
4.415870e+001	1.773280	1.953810	
4.425870e+001	1.772951	1.954304	
4.435870e+001	1.772457	1.954633	
4.445870e+001	1.772128	1.954304	
4.455870e+001	1.771963	1.953975	
4.465870e+001	1.772951	1.953975	
4.475870e+001	1.772951	1.953481	
4.485870e+001	1.773774	1.953646	
4.495870e+001	1.773774	1.953646	
4.505870e+001	1.773774	1.953481	
4.515870e+001	1.773774	1.952988	
4.525870e+001	1.774103	1.951013	
4.535870e+001	1.773938	1.952659	
4.545870e+001	1.773938	1.952659	
4.555870e+001	1.773609	1.952823	
4.565870e+001	1.772951	1.952329	
4.575870e+001	1.773774	1.952329	
4.585870e+001	1.772293	1.953152	
4.595870e+001	1.771799	1.952659	
4.605870e+001	1.771963	1.952165	
4.615870e+001	1.771799	1.951836	
4.625870e+001	1.772622	1.951342	
4.635870e+001	1.773609	1.951836	
4.645870e+001	1.773445	1.952494	
4.655870e+001	1.773938	1.952988	
4.665870e+001	1.774596	1.953646	
4.675870e+001	1.775255	1.954304	
4.685870e+001	1.775255	1.953975	
4.695870e+001	1.776407	1.953646	
4.705870e+001	1.775584	1.953481	
4.715870e+001	1.775584	1.953481	
4.725870e+001	1.775255	1.953317	
4.735870e+001	1.775419	1.952659	
4.745870e+001	1.774596	1.952659	
4.755870e+001	1.774926	1.953975	
4.765870e+001	1.774596	1.953975	
4.775870e+001	1.774432	1.954304	
4.785870e+001	1.774432	1.954962	
4.795870e+001	1.774267	1.955456	
4.805870e+001	1.774432	1.955621	
4.815870e+001	1.775584	1.956114	
4.825870e+001	1.776242	1.956608	
4.835870e+001	1.777065	1.956608	
4.845870e+001	1.776242	1.956279	
4.855870e+001	1.777723	1.956773	
4.865870e+001	1.778711	1.957596	
4.875870e+001	1.777559	1.957266	
4.885870e+001	1.777394	1.957596	
4.895870e+001	1.777230	1.957596	
4.905870e+001	1.777065	1.958254	
4.915870e+001	1.776407	1.958583	
4.925870e+001	1.777230	1.958583	
4.935870e+001	1.776242	1.958254	
4.945870e+001	1.776407	1.957925	
4.955870e+001	1.776736	1.957925	
4.965870e+001	1.777230	1.957596	
4.975870e+001	1.777394	1.957760	
4.985870e+001	1.778382	1.957925	
4.995870e+001	1.777723	1.958583	
5.005870e+001	1.777723	1.958912	
5.015870e+001	1.778217	1.959406	
5.025870e+001	1.777888	1.959899	
5.035870e+001	1.777723	1.959570	
5.045870e+001	1.778217	1.959735	
5.055870e+001	1.777065	1.959570	
5.065870e+001	1.776900	1.959406	
5.075870e+001	1.776407	1.958748	
5.085870e+001	1.775913	1.956608	
5.095870e+001	1.773609	1.958583	
5.105870e+001	1.775584	1.958583	
5.115870e+001	1.775748	1.958254	
5.125870e+001	1.776242	1.959406	
5.135870e+001	1.776736	1.959241	
5.145870e+001	1.777065	1.959241	
5.155870e+001	1.777230	1.959241	
5.165870e+001	1.778382	1.959241	
5.175870e+001	1.778875	1.958912	
5.185870e+001	1.779204	1.957925	
5.195870e+001	1.778875	1.958418	
5.205870e+001	1.778875	1.957925	
5.215870e+001	1.780027	1.957266	
5.225870e+001	1.778217	1.956773	
5.235870e+001	1.777723	1.956608	
5.245870e+001	1.777230	1.956608	
5.255870e+001	1.776407	1.956444	
5.265870e+001	1.775748	1.956279	
5.275870e+001	1.776078	1.956608	
5.285870e+001	1.774267	1.956608	
5.295870e+001	1.773774	1.956279	
5.305870e+001	1.773445	1.955785	
5.315870e+001	1.772951	1.954798	
5.325870e+001	1.771963	1.954798	
5.335870e+001	1.772786	1.954140	
5.345870e+001	1.771634	1.954469	
5.355870e+001	1.772293	1.954304	
5.365870e+001	1.772457	1.953975	
5.375870e+001	1.773115	1.952988	
5.385870e+001	1.773115	1.952000	
5.395870e+001	1.774432	1.951671	
5.405870e+001	1.773445	1.951013	
5.415870e+001	1.773774	1.950025	
5.425870e+001	1.773774	1.949861	
5.435870e+001	1.773774	1.949038	
5.445870e+001	1.773774	1.948709	
5.455870e+001	1.774596	1.949038	
5.465870e+001	1.773609	1.948873	
5.475870e+001	1.773609	1.948709	
5.485870e+001	1.773115	1.948873	
5.495870e+001	1.772293	1.948380	
5.505870e+001	1.771634	1.948380	
5.515870e+001	1.771963	1.948544	
5.525870e+001	1.770647	1.947721	
5.535870e+001	1.770482	1.948380	
5.545870e+001	1.770153	1.948544	
5.555870e+001	1.769659	1.948051	
5.565870e+001	1.769330	1.948051	
5.575870e+001	1.770153	1.949203	
5.585870e+001	1.770318	1.949203	
5.595870e+001	1.770647	1.949203	
5.605870e+001	1.771305	1.949203	
5.615870e+001	1.771305	1.949203	
5.625870e+001	1.770976	1.950025	
5.635870e+001	1.770647	1.950355	
5.645870e+001	1.770318	1.950519	
5.655870e+001	1.769824	1.951013	
5.665870e+001	1.769495	1.951342	
5.675870e+001	1.768837	1.951836	
5.685870e+001	1.769989	1.951671	
5.695870e+001	1.768343	1.951836	
5.705870e+001	1.768672	1.952165	
5.715870e+001	1.769001	1.952165	
5.725870e+001	1.769659	1.951836	
5.735870e+001	1.769989	1.952494	
5.745870e+001	1.771799	1.952000	
5.755870e+001	1.771305	1.952165	
5.765870e+001	1.772293	1.952329	
5.775870e+001	1.772622	1.953317	
5.785870e+001	1.773115	1.953810	
5.795870e+001	1.773445	1.953481	
5.805870e+001	1.774926	1.953646	
5.815870e+001	1.774103	1.954140	
5.825870e+001	1.774103	1.953975	
5.835870e+001	1.774432	1.953317	
