Time	Dev1/ai0	Dev1/ai1	
5.721220e+001	1.780521	1.956608	
5.731220e+001	1.780356	1.957760	
5.741220e+001	1.780356	1.956937	
5.751220e+001	1.780685	1.957596	
5.761220e+001	1.780521	1.957596	
5.771220e+001	1.781015	1.957925	
5.781220e+001	1.780685	1.957925	
5.791220e+001	1.780356	1.957760	
5.801220e+001	1.780192	1.958418	
5.811220e+001	1.779534	1.958418	
5.821220e+001	1.780192	1.955950	
5.831220e+001	1.779204	1.958089	
5.841220e+001	1.779534	1.958254	
5.851220e+001	1.780192	1.958254	
5.861220e+001	1.780685	1.958418	
5.871220e+001	1.781015	1.958748	
5.881220e+001	1.782331	1.958418	
5.891220e+001	1.781508	1.958254	
5.901220e+001	1.781673	1.957925	
5.911220e+001	1.781015	1.957431	
5.921220e+001	1.780521	1.957266	
5.931220e+001	1.780027	1.957925	
5.941220e+001	1.780027	1.958254	
5.951220e+001	1.780027	1.958583	
5.961220e+001	1.780192	1.958583	
5.971220e+001	1.780356	1.958748	
5.981220e+001	1.780356	1.958418	
5.991220e+001	1.780685	1.958089	
6.001220e+001	1.780356	1.957760	
6.011220e+001	1.779863	1.957266	
6.021220e+001	1.779204	1.957266	
6.031220e+001	1.778711	1.955621	
6.041220e+001	1.777888	1.954962	
6.051220e+001	1.777888	1.953481	
6.061220e+001	1.777559	1.954140	
6.071220e+001	1.777559	1.953810	
6.081220e+001	1.777723	1.953317	
6.091220e+001	1.777559	1.952659	
6.101220e+001	1.777723	1.951507	
6.111220e+001	1.776900	1.952000	
6.121220e+001	1.776078	1.952000	
6.131220e+001	1.775584	1.951671	
6.141220e+001	1.774926	1.951342	
6.151220e+001	1.774267	1.951177	
6.161220e+001	1.774596	1.950684	
6.171220e+001	1.773774	1.950355	
6.181220e+001	1.773774	1.950025	
6.191220e+001	1.773609	1.949861	
6.201220e+001	1.773609	1.950519	
6.211220e+001	1.773115	1.949696	
6.221220e+001	1.772786	1.950190	
6.231220e+001	1.771799	1.949532	
6.241220e+001	1.771634	1.950190	
6.251220e+001	1.771305	1.949861	
6.261220e+001	1.770976	1.949861	
6.271220e+001	1.770482	1.950190	
6.281220e+001	1.770318	1.950025	
6.291220e+001	1.770976	1.949038	
6.301220e+001	1.771634	1.948873	
6.311220e+001	1.771963	1.948873	
6.321220e+001	1.771963	1.948709	
6.331220e+001	1.773280	1.948215	
6.341220e+001	1.772293	1.948380	
6.351220e+001	1.772128	1.949038	
6.361220e+001	1.771799	1.949367	
6.371220e+001	1.771634	1.949861	
6.381220e+001	1.771141	1.950190	
6.391220e+001	1.771634	1.949861	
6.401220e+001	1.771799	1.951013	
6.411220e+001	1.772293	1.948380	
6.421220e+001	1.772786	1.951177	
6.431220e+001	1.772951	1.950684	
6.441220e+001	1.774103	1.951013	
6.451220e+001	1.772786	1.951342	
6.461220e+001	1.772951	1.951342	
6.471220e+001	1.772786	1.951177	
6.481220e+001	1.772786	1.950848	
6.491220e+001	1.772951	1.950355	
6.501220e+001	1.774267	1.950025	
6.511220e+001	1.774432	1.950355	
6.521220e+001	1.775090	1.951507	
6.531220e+001	1.775584	1.951013	
6.541220e+001	1.775913	1.951836	
6.551220e+001	1.775748	1.952329	
6.561220e+001	1.775748	1.952988	
6.571220e+001	1.775419	1.953481	
6.581220e+001	1.775255	1.953317	
6.591220e+001	1.775090	1.953152	
6.601220e+001	1.775584	1.952823	
6.611220e+001	1.776736	1.952165	
6.621220e+001	1.776078	1.952329	
6.631220e+001	1.776736	1.951671	
6.641220e+001	1.777230	1.951507	
6.651220e+001	1.777888	1.951836	
6.661220e+001	1.778217	1.952494	
6.671220e+001	1.779369	1.952823	
6.681220e+001	1.778217	1.952823	
6.691220e+001	1.778217	1.953317	
6.701220e+001	1.776900	1.953481	
6.711220e+001	1.777394	1.952988	
6.721220e+001	1.776736	1.953481	
6.731220e+001	1.777230	1.952659	
6.741220e+001	1.777065	1.952659	
6.751220e+001	1.777723	1.952000	
6.761220e+001	1.777888	1.951671	
6.771220e+001	1.778217	1.951342	
6.781220e+001	1.778546	1.951836	
6.791220e+001	1.779040	1.952165	
6.801220e+001	1.777723	1.951836	
6.811220e+001	1.779204	1.952659	
6.821220e+001	1.778546	1.953317	
