Time	Dev1/ai0	Dev1/ai1	
4.688910e+001	1.773774	1.952659	
4.698910e+001	1.773774	1.952659	
4.708910e+001	1.775584	1.953152	
4.718910e+001	1.774926	1.953317	
4.728910e+001	1.775255	1.952659	
4.738910e+001	1.775419	1.953481	
4.748910e+001	1.775419	1.953317	
4.758910e+001	1.775090	1.952988	
4.768910e+001	1.776078	1.952988	
4.778910e+001	1.774596	1.952659	
4.788910e+001	1.774596	1.952823	
4.798910e+001	1.774103	1.952988	
4.808910e+001	1.773774	1.952823	
4.818910e+001	1.773280	1.952329	
4.828910e+001	1.773774	1.951342	
4.838910e+001	1.772457	1.953317	
4.848910e+001	1.772457	1.952823	
4.858910e+001	1.772293	1.952659	
4.868910e+001	1.772293	1.953152	
4.878910e+001	1.771799	1.953810	
4.888910e+001	1.773115	1.952823	
4.898910e+001	1.773774	1.953481	
4.908910e+001	1.774267	1.953152	
4.918910e+001	1.774596	1.953152	
4.928910e+001	1.773609	1.952988	
4.938910e+001	1.774926	1.952988	
4.948910e+001	1.775584	1.954140	
4.958910e+001	1.775584	1.953810	
4.968910e+001	1.775748	1.954469	
4.978910e+001	1.775748	1.954798	
4.988910e+001	1.775090	1.954469	
4.998910e+001	1.776407	1.954798	
5.008910e+001	1.774926	1.955127	
5.018910e+001	1.775255	1.954962	
5.028910e+001	1.775584	1.955456	
5.038910e+001	1.776242	1.955621	
5.048910e+001	1.777065	1.955785	
5.058910e+001	1.778546	1.955621	
5.068910e+001	1.778052	1.955127	
5.078910e+001	1.778875	1.955127	
5.088910e+001	1.779204	1.955127	
5.098910e+001	1.779369	1.954633	
5.108910e+001	1.779204	1.953810	
5.118910e+001	1.780192	1.953481	
5.128910e+001	1.779040	1.953810	
5.138910e+001	1.779204	1.952988	
5.148910e+001	1.778382	1.952000	
5.158910e+001	1.778052	1.954304	
5.168910e+001	1.777888	1.953646	
5.178910e+001	1.777888	1.953646	
5.188910e+001	1.777230	1.954140	
5.198910e+001	1.777559	1.954304	
5.208910e+001	1.777559	1.954798	
5.218910e+001	1.777888	1.954962	
5.228910e+001	1.778217	1.955456	
5.238910e+001	1.779534	1.954962	
5.248910e+001	1.778546	1.956279	
5.258910e+001	1.778382	1.955456	
5.268910e+001	1.778052	1.955127	
5.278910e+001	1.777723	1.955292	
5.288910e+001	1.777559	1.955127	
5.298910e+001	1.778875	1.954469	
5.308910e+001	1.778546	1.955456	
5.318910e+001	1.778711	1.955456	
5.328910e+001	1.778546	1.955621	
5.338910e+001	1.777065	1.955127	
5.348910e+001	1.773938	1.954469	
5.358910e+001	1.777230	1.955127	
5.368910e+001	1.776736	1.954304	
5.378910e+001	1.775913	1.953481	
5.388910e+001	1.775419	1.953152	
5.398910e+001	1.774596	1.952988	
5.408910e+001	1.770976	1.952988	
5.418910e+001	1.773445	1.952659	
5.428910e+001	1.772951	1.952165	
5.438910e+001	1.773280	1.951507	
5.448910e+001	1.773774	1.950519	
5.458910e+001	1.773938	1.951013	
5.468910e+001	1.775090	1.950190	
5.478910e+001	1.774103	1.950355	
5.488910e+001	1.774103	1.950848	
5.498910e+001	1.773938	1.950684	
5.508910e+001	1.773774	1.950355	
5.518910e+001	1.773115	1.950355	
5.528910e+001	1.773280	1.949696	
5.538910e+001	1.771963	1.949696	
5.548910e+001	1.771470	1.949532	
5.558910e+001	1.771141	1.948709	
5.568910e+001	1.770482	1.949038	
5.578910e+001	1.769824	1.948709	
5.588910e+001	1.770153	1.948051	
5.598910e+001	1.770153	1.947886	
5.608910e+001	1.770647	1.947392	
5.618910e+001	1.771141	1.947063	
5.628910e+001	1.771305	1.946734	
5.638910e+001	1.771470	1.946240	
5.648910e+001	1.772622	1.946405	
5.658910e+001	1.772457	1.945911	
5.668910e+001	1.773445	1.945418	
5.678910e+001	1.773609	1.945747	
5.688910e+001	1.773609	1.946899	
5.698910e+001	1.773445	1.946405	
5.708910e+001	1.772951	1.946734	
5.718910e+001	1.772622	1.946405	
5.728910e+001	1.772457	1.946405	
